config,clip_mid_separation,fwe_dusk,lpips_dusk,ssim_dusk
C0_baseline,0.03690354228019711,1201.1360636393229,0.28461623320976887,0.40336278797283354
C1_A_only,0.0028558964530627,1059.0703531901042,0.2636412769556045,0.3908202153037888
C2_B_only,0.03767242183287936,572.2413233439128,0.2063516414662202,0.5251121076074847
C3_A_plus_B,0.0034756511449813934,651.2360382080078,0.2132341803113619,0.4772336270856019
C4_A_B_C,0.003568743666013086,651.8877293904623,0.21311575502157207,0.4773154186088962
C5_B_plus_C,0.03767763028542199,571.1839767456055,0.20640442078312235,0.525153894624255
